2012-11-19 10:00:10,29.921879,121.859118
2012-11-19 10:04:10,29.930285,121.862602
2012-11-19 10:07:10,29.920230,121.858580
2012-11-19 10:10:10,29.901987,121.811942
2012-11-19 10:14:10,29.886041,121.800055
2012-11-19 10:18:10,29.847837,121.756748
2012-11-19 10:21:10,29.830901,121.702842
2012-11-19 10:24:10,29.837928,121.656431
2012-11-19 10:27:10,29.838026,121.592720
2012-11-19 10:31:10,29.842230,121.551533
2012-11-19 10:41:10,29.870728,121.463601
2012-11-19 10:59:10,29.966646,121.325423
2012-11-19 11:11:10,30.004357,121.173307
2012-11-19 11:31:10,30.063747,120.988920
2012-11-19 11:51:10,30.112885,120.609178
2012-11-19 12:11:10,30.166849,120.510539
2012-11-19 12:21:10,30.198825,120.444780
2012-11-19 12:51:10,30.023439,119.995717
2012-11-19 13:40:10,30.016879,119.981019
2012-11-19 13:42:10,30.029999,119.975186
2012-11-19 14:43:10,30.036887,120.041094
2012-11-19 14:50:10,29.958989,121.733221
2012-11-19 15:43:10,30.036887,120.041094
2012-11-19 17:40:10,29.958989,121.733221
2012-11-19 18:40:10,29.930285,121.862602
